loan_amnt,int_rate,installment,emp_length,home_ownership,verification_status,dti,total_acc,earl_cr_line_t,loan_inc_pct,log_income,tempo_mes,status,status_repayment
23850,19.72,628.17,10.0,MORTGAGE,Verified,23.96,22.0,-200 days +02:24:00,0.3975,11.002099841204238,9.0,0,1
35000,23.76,1002.01,2.0,MORTGAGE,Verified,7.94,23.0,-103 days +12:00:00,0.23648648648648649,11.904967552746252,59.0,0,1
25000,23.28,708.79,9.0,MORTGAGE,Verified,12.74,33.0,-334 days +04:00:00,0.16556291390728478,11.925035115797062,22.0,0,1
35000,20.49,936.86,10.0,MORTGAGE,Source Verified,25.31,38.0,-254 days +08:00:00,0.35,11.512925464970229,41.0,0,1
25000,18.75,645.08,10.0,MORTGAGE,Verified,19.8,36.0,-142 days +00:00:00,0.20833333333333334,11.695247021764184,27.0,0,1
25200,19.72,663.73,7.0,RENT,Verified,22.54,30.0,-215 days +20:48:00,0.34054054054054056,11.211820372186306,59.0,0,1
23675,19.05,614.8,8.0,MORTGAGE,Verified,18.93,23.0,-94 days +16:48:00,0.25733695652173916,11.429543856031177,1.0,1,0
16000,20.49,428.28,10.0,MORTGAGE,Verified,9.12,18.0,-170 days +13:36:00,0.21333333333333335,11.225243392518447,18.0,0,1
21000,23.28,595.39,7.0,MORTGAGE,Verified,20.92,30.0,-284 days +21:36:00,0.23333333333333334,11.407564949312402,19.0,0,1
19200,13.11,437.95,10.0,MORTGAGE,Verified,4.18,21.0,-137 days +00:00:00,0.36923076923076925,10.858998997563564,17.0,0,1
17000,19.05,441.46,1.0,RENT,Verified,20.76,27.0,-138 days +00:00:00,0.38955087076076994,10.683729439947006,11.0,0,1
31500,23.76,901.81,10.0,RENT,Verified,24.37,14.0,-192 days +06:24:00,0.36627906976744184,11.362102575235644,34.0,0,1
29000,19.72,763.82,10.0,RENT,Verified,20.74,21.0,-193 days +05:36:00,0.38666666666666666,11.225243392518447,59.0,0,1
26800,19.72,705.87,10.0,RENT,Verified,18.35,22.0,-161 days +16:00:00,0.3941176470588235,11.127262984158243,59.0,0,1
20000,18.49,513.22,9.0,MORTGAGE,Verified,17.68,16.0,-106 days +12:00:00,0.26666666666666666,11.225243392518447,49.0,0,1
20000,23.28,567.04,3.0,RENT,Verified,20.36,9.0,-54 days +04:48:00,0.36363636363636365,10.915088464214607,25.0,0,1
19600,21.98,541.11,3.0,MORTGAGE,Verified,18.26,15.0,-109 days +10:24:00,0.392,10.819778284410283,18.0,0,1
35000,23.83,1003.43,1.0,RENT,Verified,5.88,21.0,-188 days +06:24:00,0.2413793103448276,11.884489021402711,54.0,0,1
18000,22.47,501.97,7.0,MORTGAGE,Verified,5.41,22.0,-221 days +20:00:00,0.24,11.225243392518447,59.0,0,1
16000,7.9,323.66,10.0,MORTGAGE,Verified,15.6,44.0,-185 days +08:00:00,0.17777777777777778,11.407564949312402,11.0,0,1
18000,19.05,467.43,10.0,MORTGAGE,Source Verified,9.45,39.0,-292 days +20:00:00,0.1906779661016949,11.455296352133592,7.0,1,0
18000,19.72,474.09,8.0,OWN,Verified,15.73,26.0,-198 days +03:12:00,0.4,10.714417768752456,59.0,0,1
23000,22.95,647.73,10.0,MORTGAGE,Source Verified,24.87,28.0,-212 days +22:24:00,0.3194444444444444,11.184421397998193,5.0,1,0
16800,16.29,411.14,10.0,MORTGAGE,Verified,23.96,18.0,-235 days +14:24:00,0.25846153846153846,11.082142548877775,13.0,0,1
19075,16.29,466.82,1.0,RENT,Source Verified,14.37,23.0,-156 days +18:24:00,0.3179166666666667,11.002099841204238,45.0,0,1
16750,22.47,467.11,3.0,RENT,Verified,9.04,9.0,-97 days +15:12:00,0.37222222222222223,10.714417768752456,49.0,0,1
33950,21.98,937.28,7.0,OWN,Verified,6.03,22.0,-168 days +13:36:00,0.39941176470588236,11.350406535472453,17.0,1,0
19600,22.47,546.59,10.0,MORTGAGE,Verified,25.97,15.0,-275 days +00:00:00,0.392,10.819778284410283,45.0,0,1
24375,19.72,642.0,10.0,MORTGAGE,Verified,32.34,56.0,-283 days +22:24:00,0.39314516129032256,11.03488966402723,54.0,0,1
21000,23.28,595.39,2.0,RENT,Verified,12.06,29.0,-158 days +17:36:00,0.3230769230769231,11.082142548877775,4.0,0,1
23325,21.0,631.02,1.0,OWN,Source Verified,15.86,49.0,-157 days +17:36:00,0.311,11.225243392518447,1.0,1,0
17000,15.31,407.21,2.0,RENT,Verified,31.77,22.0,-159 days +16:48:00,0.38636363636363635,10.691944912900398,50.0,1,0
17000,12.12,379.19,5.0,RENT,Verified,7.85,13.0,-183 days +08:48:00,0.288135593220339,10.985292722887856,47.0,0,1
25975,22.47,724.36,4.0,RENT,Verified,26.84,24.0,-204 days +01:36:00,0.3996153846153846,11.082142548877775,59.0,0,1
28000,21.98,773.02,1.0,MORTGAGE,Verified,29.72,50.0,-209 days +23:12:00,0.2916666666666667,11.472103470449973,42.0,0,1
21125,18.75,545.1,10.0,MORTGAGE,Verified,28.66,22.0,-333 days +04:48:00,0.39858490566037735,10.87804719253426,8.0,1,0
19200,19.05,498.59,8.0,MORTGAGE,Verified,26.91,21.0,-135 days +01:36:00,0.30155489241400973,11.061468773011072,22.0,0,1
17500,17.27,437.47,7.0,MORTGAGE,Verified,16.13,23.0,-171 days +12:48:00,0.3888888888888889,10.714417768752456,8.0,1,0
24575,23.76,703.56,9.0,MORTGAGE,Verified,12.39,18.0,-180 days +10:24:00,0.3963709677419355,11.03488966402723,49.0,0,1
30000,23.28,850.55,4.0,MORTGAGE,Verified,20.99,30.0,-146 days +21:36:00,0.375,11.289781913656018,16.0,1,0
33950,22.47,946.76,9.0,MORTGAGE,Verified,23.33,34.0,-144 days +23:12:00,0.39941176470588236,11.350406535472453,4.0,0,1
19000,19.72,500.43,10.0,OWN,Verified,15.98,18.0,-115 days +07:12:00,0.31666666666666665,11.002099841204238,60.0,0,0
24450,11.14,533.32,10.0,MORTGAGE,Source Verified,31.3,19.0,-149 days +20:00:00,0.3943548387096774,11.03488966402723,60.0,0,0
23850,21.98,658.44,10.0,MORTGAGE,Source Verified,15.27,33.0,-225 days +17:36:00,0.3975,11.002099841204238,59.0,0,1
18875,14.33,442.43,10.0,OWN,Verified,33.1,13.0,-385 days +12:00:00,0.3932291666666667,10.778956289890028,59.0,0,1
17000,19.72,447.76,10.0,MORTGAGE,Verified,11.98,21.0,-238 days +12:48:00,0.2786885245901639,11.018629143155449,60.0,0,0
17000,20.49,455.05,2.0,MORTGAGE,Verified,28.55,22.0,-97 days +14:24:00,0.38636363636363635,10.691944912900398,17.0,0,1
22000,19.05,571.3,10.0,RENT,Verified,20.5,26.0,-165 days +13:36:00,0.3963963963963964,10.924138299734526,53.0,1,0
28250,21.0,764.26,6.0,MORTGAGE,Source Verified,14.09,26.0,-222 days +18:24:00,0.3323529411764706,11.350406535472453,59.0,0,1
28000,23.83,802.75,5.0,MORTGAGE,Source Verified,12.15,38.0,-206 days +00:48:00,0.16,12.072541252905651,59.0,0,1
16000,22.47,446.19,10.0,RENT,Verified,33.05,35.0,-322 days +08:00:00,0.3404255319148936,10.757902880692196,60.0,0,0
35000,14.09,816.03,5.0,MORTGAGE,Verified,29.64,22.0,-225 days +17:36:00,0.23333333333333334,11.918390573078392,50.0,0,1
18000,22.47,501.97,7.0,MORTGAGE,Verified,17.17,24.0,-240 days +13:36:00,0.26964272339150624,11.108784479824195,58.0,0,1
29175,21.0,789.29,4.0,RENT,Verified,8.83,22.0,-144 days +22:24:00,0.1945,11.918390573078392,19.0,1,0
18000,14.33,421.92,3.0,RENT,Verified,32.85,21.0,-163 days +14:24:00,0.33962264150943394,10.87804719253426,20.0,0,1
28000,20.49,749.49,10.0,OWN,Verified,13.97,37.0,-179 days +10:24:00,0.175,11.982929094215963,27.0,0,1
22325,24.89,653.83,7.0,RENT,Verified,25.05,20.0,-144 days +22:24:00,0.3986607142857143,10.933106969717286,7.0,0,1
18450,19.72,485.95,2.0,RENT,Verified,20.31,23.0,-260 days +05:36:00,0.23653846153846153,11.26446410567173,42.0,1,0
20400,14.09,475.63,10.0,MORTGAGE,Verified,12.31,25.0,-261 days +04:48:00,0.37777777777777777,10.896739325546411,50.0,0,1
27050,22.47,754.34,10.0,MORTGAGE,Verified,30.83,25.0,-162 days +15:12:00,0.3977941176470588,11.127262984158243,22.0,1,0
19750,19.05,512.87,10.0,RENT,Source Verified,32.54,24.0,-294 days +18:24:00,0.395,10.819778284410283,24.0,1,0
18000,18.75,464.46,7.0,RENT,Verified,15.01,15.0,-137 days +00:00:00,0.2955665024630542,11.016988453697989,59.0,0,1
20000,19.72,526.77,1.0,RENT,Verified,14.47,26.0,-163 days +14:24:00,0.37037037037037035,10.896739325546411,5.0,0,1
20000,16.29,489.45,6.0,MORTGAGE,Verified,14.84,27.0,-185 days +07:12:00,0.25,11.289781913656018,59.0,0,1
18250,19.05,473.92,10.0,MORTGAGE,Verified,17.46,35.0,-169 days +13:36:00,0.28076923076923077,11.082142548877775,59.0,0,1
18000,20.49,481.82,6.0,RENT,Source Verified,9.52,19.0,-109 days +09:36:00,0.144,11.736069016284437,52.0,0,1
21000,22.47,585.63,10.0,MORTGAGE,Verified,18.68,27.0,-141 days +22:24:00,0.3620689655172414,10.968198289528557,4.0,0,1
16000,12.12,356.89,10.0,RENT,Verified,12.61,15.0,-121 days +05:36:00,0.21333333333333335,11.225243392518447,14.0,0,1
16800,21.49,459.14,4.0,RENT,Verified,29.27,34.0,-145 days +22:24:00,0.26456692913385826,11.058795184880783,11.0,1,0
16000,20.49,428.28,5.0,MORTGAGE,Source Verified,25.6,35.0,-214 days +20:48:00,0.11428571428571428,11.84939770159144,13.0,0,1
25600,20.49,685.25,10.0,MORTGAGE,Verified,16.65,35.0,-328 days +06:24:00,0.26666666666666666,11.472103470449973,58.0,0,1
23675,23.28,671.23,10.0,MORTGAGE,Verified,24.76,32.0,-161 days +15:12:00,0.39458333333333334,11.002099841204238,60.0,0,0
21100,19.72,555.74,4.0,MORTGAGE,Source Verified,13.19,30.0,-104 days +11:12:00,0.18347826086956523,11.652687407345388,24.0,0,1
20400,19.72,537.31,9.0,MORTGAGE,Verified,15.75,31.0,-230 days +16:48:00,0.18545454545454546,11.608235644774552,59.0,0,1
20000,18.49,513.22,8.0,MORTGAGE,Verified,20.29,19.0,-122 days +05:36:00,0.2857142857142857,11.156250521031495,18.0,0,1
30000,24.7,875.28,3.0,RENT,Verified,17.83,11.0,-96 days +15:12:00,0.4,11.225243392518447,45.0,1,0
19400,23.28,550.03,9.0,RENT,Verified,22.08,17.0,-209 days +23:12:00,0.31290322580645163,11.03488966402723,23.0,0,1
25375,19.72,668.34,3.0,MORTGAGE,Verified,16.91,30.0,-299 days +16:00:00,0.3903846153846154,11.082142548877775,11.0,1,0
17600,23.28,498.99,10.0,MORTGAGE,Verified,26.61,24.0,-249 days +09:36:00,0.25142857142857145,11.156250521031495,16.0,1,0
16000,21.0,432.86,3.0,RENT,Verified,32.88,51.0,-193 days +05:36:00,0.299625468164794,10.885566024948286,12.0,1,0
20500,15.31,491.04,2.0,MORTGAGE,Verified,10.41,19.0,-226 days +16:48:00,0.3942307692307692,10.858998997563564,29.0,1,0
17000,19.72,447.76,10.0,RENT,Verified,15.3,6.0,-89 days +16:48:00,0.26153846153846155,11.082142548877775,11.0,0,1
14925,19.72,393.1,10.0,MORTGAGE,Source Verified,24.24,37.0,-250 days +08:48:00,0.2881774825741924,10.854971667978388,21.0,0,1
20000,19.72,526.77,10.0,MORTGAGE,Verified,10.15,32.0,-200 days +02:24:00,0.2,11.512925464970229,50.0,0,1
16000,22.47,446.19,10.0,MORTGAGE,Verified,10.7,17.0,-127 days +03:12:00,0.25806451612903225,11.03488966402723,29.0,0,1
19075,18.75,492.2,4.0,MORTGAGE,Verified,19.73,30.0,-194 days +04:48:00,0.3995935981230099,10.773441109201919,43.0,0,1
18550,12.12,413.77,10.0,MORTGAGE,Verified,30.52,39.0,-194 days +04:48:00,0.3926756985605419,10.762996270311298,41.0,0,1
35000,20.49,936.86,2.0,MORTGAGE,Source Verified,12.17,21.0,-291 days +20:00:00,0.2845528455284553,11.719939634354555,22.0,0,1
32000,13.11,729.91,10.0,MORTGAGE,Verified,18.59,34.0,-469 days +04:48:00,0.26229508196721313,11.711776323715394,60.0,0,0
23500,19.05,610.25,7.0,RENT,Verified,23.74,20.0,-117 days +08:00:00,0.39166666666666666,11.002099841204238,59.0,0,1
19825,21.49,541.82,10.0,RENT,Verified,27.17,11.0,-126 days +03:12:00,0.3965,10.819778284410283,29.0,0,1
18000,21.0,486.97,2.0,RENT,Source Verified,3.78,19.0,-219 days +20:00:00,0.2697841726618705,11.108260037032629,59.0,0,1
16000,22.47,446.19,2.0,RENT,Verified,11.27,16.0,-170 days +12:48:00,0.2782608695652174,10.959540226785442,53.0,0,1
32000,23.83,917.43,1.0,MORTGAGE,Verified,21.45,54.0,-226 days +16:48:00,0.2206896551724138,11.884489021402711,30.0,0,1
17475,14.33,409.61,9.0,RENT,Verified,21.52,11.0,-274 days +00:00:00,0.3971590909090909,10.691944912900398,10.0,0,1
35000,22.95,985.67,4.0,RENT,Source Verified,17.81,29.0,-159 days +16:48:00,0.3333333333333333,11.56171562913966,60.0,0,0
32525,23.76,931.16,1.0,RENT,Verified,29.56,45.0,-136 days +00:00:00,0.36960227272727275,11.385092093460344,59.0,0,1
24575,19.72,647.27,10.0,MORTGAGE,Verified,28.51,33.0,-225 days +17:36:00,0.34612676056338026,11.170435156023453,41.0,0,1
28000,21.0,757.5,10.0,MORTGAGE,Source Verified,23.57,32.0,-327 days +07:12:00,0.26666666666666666,11.56171562913966,39.0,0,1
28000,21.49,765.24,10.0,MORTGAGE,Verified,16.48,63.0,-266 days +04:00:00,0.2074074074074074,11.813030057420567,19.0,0,1
25000,13.11,570.24,9.0,MORTGAGE,Source Verified,33.67,46.0,-212 days +21:36:00,0.38461538461538464,11.082142548877775,32.0,0,1
19725,14.09,459.89,10.0,MORTGAGE,Verified,27.76,19.0,-352 days +22:24:00,0.3984848484848485,10.809727948556782,59.0,0,1
23000,19.05,597.27,9.0,MORTGAGE,Verified,27.93,35.0,-182 days +08:48:00,0.2967741935483871,11.258033215341438,30.0,0,1
21000,12.12,468.41,7.0,MORTGAGE,Verified,17.63,19.0,-236 days +13:36:00,0.22826086956521738,11.429543856031177,44.0,0,1
21000,14.33,492.24,10.0,MORTGAGE,Verified,19.89,36.0,-266 days +04:00:00,0.29507229271171437,11.172812609330474,59.0,0,1
25000,14.09,582.88,7.0,MORTGAGE,Verified,21.19,14.0,-358 days +19:12:00,0.35714285714285715,11.156250521031495,25.0,0,1
20000,22.47,557.74,9.0,MORTGAGE,Verified,30.86,33.0,-209 days +23:12:00,0.3333333333333333,11.002099841204238,7.0,1,0
20800,19.05,540.14,10.0,MORTGAGE,Verified,24.22,17.0,-209 days +23:12:00,0.2736842105263158,11.238488619268468,27.0,0,1
25000,13.11,570.24,10.0,MORTGAGE,Verified,12.15,28.0,-200 days +02:24:00,0.21739130434782608,11.652687407345388,53.0,0,1
21475,21.49,586.91,1.0,MORTGAGE,Verified,30.26,37.0,-200 days +02:24:00,0.1867391304347826,11.652687407345388,26.0,1,0
30000,11.14,654.37,1.0,MORTGAGE,Verified,21.88,13.0,-116 days +06:24:00,0.23076923076923078,11.77528972943772,59.0,0,1
21050,21.98,581.14,10.0,MORTGAGE,Verified,27.94,39.0,-216 days +21:36:00,0.31417910447761194,11.112447898373103,12.0,1,0
30000,21.49,819.9,10.0,MORTGAGE,Verified,21.18,33.0,-183 days +08:48:00,0.3,11.512925464970229,9.0,1,0
16000,21.98,441.73,10.0,MORTGAGE,Verified,22.14,11.0,-170 days +12:48:00,0.4,10.596634733096073,24.0,1,0
25475,20.49,681.9,6.0,MORTGAGE,Verified,14.4,22.0,-400 days +05:36:00,0.39192307692307693,11.082142548877775,8.0,0,1
21850,18.49,560.69,8.0,MORTGAGE,Verified,31.11,24.0,-154 days +19:12:00,0.31666666666666665,11.141861783579396,55.0,1,0
22000,19.05,571.3,10.0,MORTGAGE,Verified,31.2,40.0,-203 days +01:36:00,0.39285714285714285,10.933106969717286,59.0,0,1
22250,18.75,574.13,10.0,MORTGAGE,Verified,23.09,24.0,-193 days +05:36:00,0.33531255651335223,11.102789465212165,2.0,1,0
21100,18.75,544.45,1.0,MORTGAGE,Verified,14.45,37.0,-153 days +18:24:00,0.31492537313432833,11.112447898373103,16.0,0,1
28000,19.72,737.48,10.0,MORTGAGE,Verified,22.74,39.0,-356 days +20:00:00,0.28692052301512483,11.48850981402244,59.0,0,1
35000,23.28,992.31,6.0,MORTGAGE,Verified,22.29,29.0,-176 days +10:24:00,0.2916666666666667,11.695247021764184,5.0,0,1
25000,18.49,641.52,7.0,OWN,Source Verified,13.36,42.0,-162 days +15:12:00,0.14204545454545456,12.078239274020289,36.0,1,0
20625,18.75,532.2,10.0,MORTGAGE,Verified,15.17,21.0,-295 days +17:36:00,0.171875,11.695247021764184,18.0,0,1
24275,19.05,630.38,5.0,RENT,Verified,25.62,30.0,-212 days +21:36:00,0.37346153846153846,11.082142548877775,34.0,1,0
16000,12.12,356.89,10.0,MORTGAGE,Verified,25.91,22.0,-224 days +17:36:00,0.21621621621621623,11.211820372186306,48.0,0,1
25000,21.0,676.34,10.0,MORTGAGE,Verified,33.41,51.0,-174 days +11:12:00,0.3698224852071006,11.121363262031055,22.0,0,1
16000,15.31,383.25,10.0,MORTGAGE,Not Verified,11.54,14.0,-144 days +22:24:00,0.3076923076923077,10.858998997563564,50.0,0,1
20000,22.95,563.24,1.0,RENT,Verified,25.84,22.0,-239 days +14:24:00,0.18399264029438822,11.596347073109301,60.0,0,0
21000,24.7,612.69,5.0,RENT,Source Verified,25.87,62.0,-192 days +05:36:00,0.19090909090909092,11.608235644774552,41.0,0,1
29500,21.98,814.43,2.0,MORTGAGE,Verified,25.6,24.0,-157 days +17:36:00,0.37151780766712006,11.28230402380006,19.0,1,0
23500,18.75,606.38,9.0,MORTGAGE,Source Verified,16.26,30.0,-180 days +09:36:00,0.39166666666666666,11.002099841204238,59.0,0,1
21850,18.75,563.8,5.0,OWN,Source Verified,20.63,26.0,-229 days +16:48:00,0.31666666666666665,11.141861783579396,33.0,0,1
21000,16.29,513.93,3.0,RENT,Verified,29.54,32.0,-248 days +09:36:00,0.36686349184165473,10.955043173660957,48.0,0,1
29700,15.8,719.1,7.0,MORTGAGE,Verified,14.08,45.0,-255 days +07:12:00,0.396,11.225243392518447,6.0,0,1
19200,19.72,505.7,10.0,RENT,Not Verified,10.6,15.0,-90 days +16:00:00,0.21333333333333335,11.407564949312402,53.0,0,1
16450,18.75,424.47,1.0,RENT,Verified,26.46,18.0,-156 days +17:36:00,0.3969460491199622,10.632035660146489,44.0,0,1
30000,17.27,749.94,10.0,MORTGAGE,Verified,24.35,38.0,-229 days +16:48:00,0.32432432432432434,11.434963923500517,19.0,0,1
30000,17.27,749.94,10.0,MORTGAGE,Source Verified,11.62,36.0,-227 days +18:24:00,0.2912621359223301,11.542484267211773,58.0,0,1
24625,19.72,648.59,6.0,RENT,Verified,18.33,23.0,-166 days +15:12:00,0.38779527559055116,11.058795184880783,54.0,0,1
21000,15.31,503.02,1.0,OWN,Verified,22.1,53.0,-256 days +07:12:00,0.35,11.002099841204238,11.0,0,1
35000,21.0,946.87,1.0,RENT,Verified,21.55,24.0,-327 days +07:12:00,0.3888888888888889,11.407564949312402,41.0,0,1
31825,22.47,887.5,5.0,MORTGAGE,Verified,24.12,41.0,-162 days +15:12:00,0.3978125,11.289781913656018,27.0,1,0
26750,21.0,723.68,7.0,MORTGAGE,Verified,24.45,40.0,-183 days +08:48:00,0.3821428571428571,11.156250521031495,54.0,0,1
20025,18.49,513.86,10.0,MORTGAGE,Source Verified,9.18,11.0,-141 days +00:00:00,0.3080769230769231,11.082142548877775,22.0,0,1
18000,16.29,440.51,1.0,RENT,Verified,18.26,16.0,-81 days +20:48:00,0.375,10.778956289890028,30.0,0,1
27300,19.72,719.04,10.0,MORTGAGE,Source Verified,9.58,12.0,-175 days +10:24:00,0.39,11.156250521031495,38.0,0,1
16000,20.49,428.28,6.0,RENT,Verified,24.87,9.0,-157 days +17:36:00,0.4,10.596634733096073,30.0,0,1
35000,21.98,966.27,1.0,MORTGAGE,Verified,31.99,42.0,-187 days +07:12:00,0.35,11.512925464970229,5.0,0,1
16000,18.75,412.86,5.0,RENT,Verified,17.81,36.0,-156 days +18:24:00,0.22535211267605634,11.170435156023453,8.0,0,1
33950,15.31,813.21,1.0,MORTGAGE,Source Verified,15.35,21.0,-203 days +01:36:00,0.39941176470588236,11.350406535472453,59.0,0,1
20000,19.05,519.37,2.0,RENT,Source Verified,7.69,18.0,-215 days +22:24:00,0.0547945205479452,12.80765263256463,36.0,1,0
22000,17.27,549.96,1.0,MORTGAGE,Verified,23.3,31.0,-171 days +12:48:00,0.39285714285714285,10.933106969717286,32.0,0,1
18000,19.72,474.09,1.0,MORTGAGE,Verified,19.67,42.0,-229 days +16:48:00,0.12857142857142856,11.84939770159144,39.0,0,1
19600,11.14,427.53,10.0,MORTGAGE,Verified,7.92,22.0,-326 days +07:12:00,0.16333333333333333,11.695247021764184,31.0,0,1
16750,23.63,478.28,3.0,MORTGAGE,Verified,24.08,32.0,-154 days +19:12:00,0.3284313725490196,10.839580911706463,6.0,0,1
17000,21.0,459.91,10.0,MORTGAGE,Verified,22.43,47.0,-200 days +02:24:00,0.2,11.350406535472453,20.0,0,1
25350,21.98,699.86,10.0,MORTGAGE,Source Verified,12.52,38.0,-191 days +06:24:00,0.338,11.225243392518447,60.0,0,0
20000,23.28,567.04,10.0,MORTGAGE,Source Verified,6.12,8.0,-143 days +23:12:00,0.2857142857142857,11.156250521031495,6.0,1,0
30500,21.98,842.04,1.0,RENT,Verified,17.41,20.0,-150 days +20:00:00,0.3588235294117647,11.350406535472453,60.0,0,0
20375,23.28,577.67,7.0,MORTGAGE,Source Verified,25.14,42.0,-143 days +23:12:00,0.23970588235294119,11.350406535472453,13.0,1,0
17000,12.12,379.19,4.0,MORTGAGE,Source Verified,17.12,47.0,-189 days +08:00:00,0.21518987341772153,11.27720313144916,37.0,0,1
18000,21.98,496.94,10.0,MORTGAGE,Verified,18.06,19.0,-126 days +04:00:00,0.20694412508622673,11.37343348615163,22.0,1,0
23675,20.49,633.72,10.0,RENT,Verified,31.82,27.0,-275 days +01:36:00,0.39458333333333334,11.002099841204238,23.0,1,0
19500,23.76,558.27,1.0,MORTGAGE,Verified,21.85,46.0,-150 days +20:00:00,0.22674418604651161,11.362102575235644,43.0,0,1
18000,14.33,421.92,5.0,OWN,Source Verified,16.85,36.0,-168 days +14:24:00,0.2647058823529412,11.127262984158243,37.0,0,1
22000,18.49,564.54,4.0,RENT,Verified,14.12,16.0,-168 days +14:24:00,0.3188405797101449,11.141861783579396,22.0,0,1
24000,21.0,649.29,1.0,RENT,Source Verified,14.22,23.0,-169 days +13:36:00,0.27906976744186046,11.362102575235644,59.0,0,1
18000,10.16,383.87,9.0,MORTGAGE,Verified,14.4,20.0,-162 days +15:12:00,0.375,10.778956289890028,60.0,0,0
20000,12.12,446.11,10.0,MORTGAGE,Verified,18.58,28.0,-312 days +12:48:00,0.2702702702702703,11.211820372186306,54.0,0,1
17625,21.0,476.82,1.0,MORTGAGE,Verified,16.03,23.0,-103 days +12:00:00,0.39166666666666666,10.714417768752456,10.0,1,0
20000,17.27,499.96,10.0,MORTGAGE,Source Verified,11.63,16.0,-119 days +07:12:00,0.16666666666666666,11.695247021764184,10.0,0,1
24000,22.47,669.29,1.0,RENT,Verified,34.12,22.0,-108 days +10:24:00,0.2823529411764706,11.350406535472453,21.0,1,0
27300,15.8,660.99,2.0,MORTGAGE,Verified,18.79,26.0,-206 days +00:48:00,0.31022727272727274,11.385092093460344,27.0,0,1
35000,18.75,903.12,1.0,MORTGAGE,Verified,11.02,23.0,-289 days +20:48:00,0.16666666666666666,12.254862809699606,59.0,0,1
35000,21.98,966.27,5.0,MORTGAGE,Verified,28.12,50.0,-268 days +03:12:00,0.3888888888888889,11.407564949312402,6.0,0,1
23800,19.05,618.05,10.0,RENT,Verified,22.14,26.0,-122 days +05:36:00,0.19833333333333333,11.695247021764184,48.0,0,1
23500,19.05,610.25,10.0,RENT,Verified,17.47,47.0,-226 days +19:12:00,0.3983050847457627,10.985292722887856,48.0,1,0
18000,19.05,467.43,10.0,MORTGAGE,Verified,23.69,28.0,-214 days +23:12:00,0.23106546854942234,11.26318123185884,60.0,0,0
23500,18.75,606.38,10.0,MORTGAGE,Verified,22.2,29.0,-134 days +01:36:00,0.39166666666666666,11.002099841204238,5.0,1,0
29425,22.47,820.57,10.0,MORTGAGE,Source Verified,11.87,19.0,-135 days +00:48:00,0.3923333333333333,11.225243392518447,25.0,1,0
19200,17.27,479.97,2.0,MORTGAGE,Verified,14.57,39.0,-309 days +12:48:00,0.128,11.918390573078392,11.0,1,0
16000,17.27,399.97,10.0,MORTGAGE,Verified,18.17,63.0,-124 days +04:48:00,0.20125786163522014,11.283512300642423,33.0,0,1
16000,14.33,375.04,1.0,MORTGAGE,Source Verified,11.2,15.0,-146 days +22:24:00,0.16,11.512925464970229,41.0,0,1
16800,22.47,468.5,3.0,OWN,Source Verified,10.2,20.0,-120 days +06:24:00,0.09940828402366864,12.037653993905211,16.0,1,0
25000,24.7,729.4,6.0,RENT,Verified,10.98,21.0,-132 days +02:24:00,0.22123893805309736,11.635143097694478,17.0,0,1
20000,18.49,513.22,10.0,MORTGAGE,Verified,7.94,31.0,-175 days +11:12:00,0.15384615384615385,11.77528972943772,25.0,0,1
28500,15.8,690.04,10.0,MORTGAGE,Verified,18.9,37.0,-307 days +13:36:00,0.19256756756756757,11.904967552746252,42.0,0,1
35000,21.49,956.55,1.0,MORTGAGE,Source Verified,10.91,32.0,-166 days +15:12:00,0.34146341463414637,11.5376180775606,51.0,0,1
24575,14.09,572.97,1.0,MORTGAGE,Verified,25.11,50.0,-180 days +10:24:00,0.2960843373493976,11.326595886778735,30.0,1,0
28000,13.11,638.67,6.0,MORTGAGE,Verified,16.83,25.0,-265 days +04:48:00,0.3218390804597701,11.37366339763672,46.0,1,0
27575,13.11,628.97,10.0,MORTGAGE,Verified,18.59,39.0,-147 days +21:36:00,0.3996376811594203,11.141861783579396,37.0,0,1
35000,21.98,966.27,4.0,MORTGAGE,Verified,18.7,42.0,-253 days +08:48:00,0.3482587064676617,11.517913006481267,20.0,0,1
22000,16.29,538.4,1.0,RENT,Verified,22.18,28.0,-179 days +10:24:00,0.3142857142857143,11.156250521031495,7.0,0,1
21000,18.49,538.88,10.0,MORTGAGE,Verified,18.39,25.0,-137 days +00:00:00,0.3853211009174312,10.905955980651335,10.0,1,0
27300,14.09,636.5,10.0,MORTGAGE,Verified,22.97,12.0,-338 days +04:00:00,0.39565217391304347,11.141861783579396,30.0,0,1
25375,14.09,591.62,4.0,RENT,Source Verified,15.54,5.0,-202 days +02:24:00,0.3903846153846154,11.082142548877775,59.0,0,1
16125,15.31,386.25,1.0,MORTGAGE,Source Verified,24.56,26.0,-157 days +17:36:00,0.3932926829268293,10.621327345686446,27.0,0,1
27400,23.83,785.55,2.0,MORTGAGE,Source Verified,15.76,61.0,-160 days +16:00:00,0.10148148148148148,12.506177237980511,41.0,0,1
25000,14.09,582.88,9.0,MORTGAGE,Verified,22.84,43.0,-368 days +16:48:00,0.390625,11.06663836234181,59.0,0,1
17000,19.72,447.76,10.0,MORTGAGE,Verified,23.48,53.0,-277 days +00:48:00,0.26153846153846155,11.082142548877775,23.0,0,1
17050,23.28,483.4,10.0,RENT,Verified,12.05,11.0,-151 days +20:00:00,0.3875,10.691944912900398,3.0,0,1
